id,Ground Truth,OCR Text,CER
1461,"No sooner was it gone than a figure, shrouded in black habiliments, and hooded and muffled up like the three other female forms, slowly ascended from the vault, apparently without support, and remained motionless at its brink.","No sooner was it gone than a figure, shrouded in black habiliments, and hooded and muffled up like the three other female forms, slowly ascended from the vault, apparently without support, and remained motionless at its brink.",0.0
1462,"“Ebba!” exclaimed Auriol, in a voice of despair.","“Ebba!” exclaimed Auriol, in a voice of despair,",0.020833333333333332
1463,"“Is it you?” The figure bowed its head, but spoke not.","“Is it you?” The figure bowed its head, but spoke not.",0.0
1464,“Sign!” thundered the voice.,“Sign!” thundered the voice.,0.0
1465,“Your attempt at self-destruction has placed you wholly in my power.,“ Your attempt at selfdestruction has placed you wholly in my power.,0.028985507246376812
1466,"Sign!” At this injunction, the figure moved slowly towards the table, and to his unspeakable horror, Auriol beheld it take up the pen and write upon the parchment.","Sign!” At this injunction, the figure moved slowly towards the table, and, to his unspeakable horror, Auriol beheld it take up the pen and write upon the parchment.",0.006097560975609756
1467,"He bent forward, and saw that the name inscribed thereon was Ebba Thorneycroft.","He bent forward, and saw that tho name inscribed thereon was Enza Tuorneycrort.",0.06329113924050633
1468,The groan to which he gave utterance was echoed by a roar of diabolical laughter.,The groan to which he gave utterance was echoed by a roar of diabolical laughter.,0.0
1469,"The figure then moved slowly away, and ranged itself with the other veiled forms.","The figure then moved slowly away, and ranged itself with the other veiled forms.",0.0
1470,"“All is accomplished,” cried the voice.","“ All is accomplished,” cried the voice.",0.025
1471,"“Away with him!” On this, a terrible clangour was heard; the lights were extinguished; and Auriol was dragged through the doorway from which he had been brought forth.","“ Away with him!” On this, a terrible clangour was heard; the lights were extinguished; and Auriol was dragged through the doorway from which he had been brought forth.",0.005952380952380952
1472,"Chapter 1 THE TOMB OF THE ROSICRUCIAN On THE night OF THE 1st OF March 1800, and at a late hour, a man, wrapped in a large horseman’s cloak, and OF strange and sinister appearance, entered an old deserted house in THE neighbourhood OF Stepney Green.","END Oter I. THE TOMB OF THE ROSICRUCIAN On the night of the 1st of March, 1800, and at a late hour, a man, wrapped in a large horseman’s cloak, and of strange and sinister appearance, entered an old deserted house in the neighbourhood of Stepney-green.",0.10714285714285714
1473,"He was tall, carried himself very erect, and seemed in the full vigour of early manhood; but his features had a worn and ghastly look, as if bearing the stamp of long-indulged and frightful excesses, while his dark gleaming eyes gave him an expression almost diabolical.","He was tall, carried himself very erect, and seemed in the full vigour of early manhood; but his features had a worn and ghastly look, as if bearing the stamp of long-indulged and frightful excesses, While his dark gleaming eyes gave him an expression almost diabolical.",0.003703703703703704
1474,"This person had gained the house from a garden behind it, and now stood in a large dismantled hall, from which a broad oaken staircase, with curiously-carved banisters, led to a gallery, and thence to the upper chambers of the habitation.","This person had gained the house from a garden behind it, and now stood in a large dismantled hall, from which a broad oaken staircase, with curiously-carved banisters, led to a gallery, and thence to the upper chambers of the habitation.",0.0
1475,Nothing could be more dreary than the aspect of the place.,Nothing could be more dreary than the aspect of the place.,0.0
1476,"The richly-moulded ceiling was festooned with spiders’ webs, and in some places had fallen in heaps upon the floor; the glories of the tapestry upon the walls were obliterated by damps; the squares of black and white marble, with which the hall was paved, were loosened, and quaked beneath the footsteps; the wide and empty fireplace yawned like the mouth of a cavern; the bolts of the closed windows were rusted in their sockets; and the heaps of dust before the outer door proved that long years had elapsed since any one had passed through it.","The richly-moulded ceiling was festooned with spiders’ webs, and in some places had fallen in heaps upon the floor; the glories of the tapestry upon the walls were obliterated by damps; the squares of black and white marble, with which the hall was paved, were loosened, and quaked beneath the footsteps ; the wide and empty fireplace yawned like the mouth of a cavern; the bolts of the closed windows were rusted in their sockets; and the heaps of dust before the outer door proved that long years had elapsed since any one had passed through it.",0.0018281535648994515
1477,"Taking a dark lantern from beneath his cloak, the individual in question gazed for a moment around him, and then, with a sardonic smile playing upon his features, directed his steps towards a room on the right, the door of which stood open.","Taking a dark lantern from beneath his cloak, the individual in question gazed for a moment around him, and then, with a sardonic smile playing upon his features, directed his steps towards a room on the right, the door of which stood open.",0.0
1478,"This chamber, which was large and cased with oak, was wholly unfurnished, like the hall, and in an equally dilapidated condition.","This chamber, which was large and cased with oak, was wholly unfurnished, like the hall, and in an equally dilapidated condition.",0.0
1479,"The only decoration remaining on its walls was the portrait of a venerable personage in the cap and gown of Henry the Eighth’s time, painted against a panel—a circumstance which had probably saved it from destruction—and beneath it, fixed in another panel, a plate of brass, covered with mystical characters and symbols, and inscribed with the name “Cyprianus de Rougemont, Fra. R.C.” The same name likewise appeared upon a label beneath the portrait, with the date 1550.","The only decoration remaining on its walls was the portrait of a venerable personage in the cap and gown of Henry the Eighth’s time, painted against a panel—a circumstance which had probably saved it from destruction—and beneath it, fixed in another panel, a plate of brass, covered with mystical characters and symbols, and inscribed with the name Cpprianug de Rougemont, Fra. R.C. The same name likewise appeared upon a label beneath the portrait, with the date, 1550.",0.01059322033898305
1480,"Pausing before the portrait, the young man threw the light of the lantern full upon it, and revealed features somewhat resembling his own in form, but of a severe and philosophic cast.","Pausing before the portrait, the young man threw the light of the lantern full upon it, and revealed features somewhat resembling his own in form, but of a severe and philosophic cast.",0.0
1481,In the eyes alone could be discerned the peculiar and terrible glimmer which distinguished his own glances.,In the eyes alone could be discerned the peculiar and terrible glimmer which distinguished his own glances.,0.0
